40,0,0,0,255,255,255
280,0,0,0.033,255,255,255
520,0,0,0.129,255,255,255
760,0,0,0.281,255,255,255
1000,0,0,0.482,255,255,255
1240,0,0,0.726,255,255,255
1480,0,0,1.005,255,255,255
1720,0,0,1.314,255,255,255
1960,0,0,1.646,255,255,255
2200,0,0,1.993,255,255,255
2440,0,0,2.35,255,255,255
2680,0,0,2.71,255,255,255
2920,0,0,3.066,255,255,255
3160,0,0,3.411,255,255,255
3400,0,0,3.739,255,255,255
3640,0,0,4.044,255,255,255
3880,0,0,4.318,255,255,255
4120,0,0,4.554,255,255,255
4360,0,0,4.748,255,255,255
4600,0,0,4.891,255,255,255
4840,0,0,4.977,255,255,255
5080,0,0,5,255,255,255
5320,0,0,5,255,255,255
5560,0,0,5,255,255,255
5800,0,0,5,255,255,255
6040,0,0,5,255,255,255
6280,0,0,5,255,255,255
6520,0,0,5,255,255,255
6760,0,0,5,255,255,255
7000,0,0,5,255,255,255
7240,0,0,5,255,255,255
7480,0,0,5,255,255,255
7720,0,0,5,255,255,255
7960,0,0,5,255,255,255
8200,0,0,5,255,255,255
8440,0,0,5,255,255,255
8680,0,0,5,255,255,255
8920,0,0,5,255,255,255
9160,0,0,5,255,255,255
9400,0,0,5,255,255,255
9640,0,0,5,255,255,255
9880,0,0,5,255,255,255
10120,0,0,4.991,255,255,255
10360,0,0,4.926,255,255,255
10600,0,0,4.801,255,255,255
10840,0,0,4.624,255,255,255
11080,0,0,4.401,255,255,255
11320,0,0,4.139,255,255,255
11560,0,0,3.844,255,255,255
11800,0,0,3.523,255,255,255
12040,0,0,3.182,255,255,255
12280,0,0,2.829,255,255,255
12520,0,0,2.47,255,255,255
12760,0,0,2.111,255,255,255
13000,0,0,1.76,255,255,255
13240,0,0,1.422,255,255,255
13480,0,0,1.105,255,255,255
13720,0,0,0.815,255,255,255
13960,0,0,0.559,255,255,255
14200,0,0,0.343,255,255,255
14440,0,0,0.174,255,255,255
14680,0,0,0.059,255,255,255
14920,0,0,0.004,255,255,255
15160,0,0,0,255,255,255
